,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
6863,1,66.0,53.0,56.0,71.0,49.0,64.0,60.0,47.0,66.0,70.0,67.0,65.0,60.0,65.0,68.0,68.0,61.0,76.0,70.0,61.0,71.0,66.0,64.0,68.0,56.0,62.0,65.0,66.0,65.0,8.0,13.0,13.0,12.0,7.0
10349,1,46.0,32.0,53.0,56.0,39.0,55.0,43.0,38.0,61.0,64.0,55.0,58.0,80.0,61.0,79.0,47.0,74.0,83.0,63.0,60.0,56.0,75.0,39.0,48.0,44.0,56.0,55.0,70.0,71.0,8.0,9.0,7.0,14.0,12.0
12249,1,55.0,52.0,47.0,67.0,38.0,68.0,58.0,49.0,60.0,62.0,73.0,71.0,70.0,56.0,78.0,52.0,58.0,64.0,57.0,56.0,38.0,40.0,56.0,61.0,56.0,49.0,40.0,39.0,37.0,5.0,11.0,13.0,9.0,7.0
9057,1,47.0,46.0,63.0,61.0,52.0,42.0,40.0,49.0,65.0,47.0,55.0,51.0,71.0,64.0,63.0,43.0,91.0,68.0,72.0,48.0,80.0,68.0,33.0,51.0,44.0,52.0,60.0,63.0,61.0,16.0,7.0,14.0,6.0,6.0
2297,1,71.0,72.0,65.0,73.0,67.0,72.0,74.0,74.0,70.0,76.0,77.0,81.0,80.0,71.0,75.0,71.0,75.0,83.0,69.0,71.0,53.0,65.0,74.0,72.0,61.0,73.0,62.0,67.0,66.0,11.0,15.0,16.0,10.0,9.0
7957,1,67.0,58.0,43.0,65.0,50.0,70.0,66.0,39.0,60.0,66.0,83.0,78.0,76.0,61.0,74.0,64.0,33.0,53.0,65.0,49.0,36.0,22.0,64.0,62.0,45.0,64.0,31.0,17.0,22.0,7.0,13.0,7.0,11.0,12.0
6933,1,61.0,59.0,60.0,70.0,54.0,70.0,64.0,51.0,63.0,71.0,67.0,75.0,64.0,70.0,63.0,75.0,62.0,74.0,79.0,64.0,70.0,54.0,64.0,70.0,64.0,68.0,50.0,62.0,44.0,13.0,10.0,15.0,9.0,14.0
7125,1,69.0,63.0,55.0,70.0,72.0,66.0,74.0,77.0,68.0,70.0,67.0,62.0,76.0,67.0,76.0,73.0,59.0,70.0,55.0,67.0,60.0,34.0,55.0,73.0,71.0,72.0,57.0,57.0,48.0,7.0,9.0,9.0,12.0,12.0
1184,0,62.0,75.0,76.0,67.0,74.0,70.0,58.0,55.0,53.0,74.0,76.0,73.0,76.0,83.0,69.0,77.0,78.0,86.0,74.0,72.0,86.0,51.0,84.0,67.0,74.0,85.0,46.0,52.0,38.0,8.0,6.0,11.0,15.0,6.0
14763,2,31.0,21.0,51.0,66.0,20.0,53.0,28.0,31.0,58.0,58.0,70.0,65.0,62.0,59.0,35.0,23.0,64.0,62.0,79.0,20.0,67.0,61.0,44.0,34.0,39.0,37.0,57.0,56.0,45.0,11.0,9.0,8.0,14.0,6.0
1228,3,15.0,12.0,13.0,27.0,14.0,13.0,17.0,13.0,24.0,23.0,42.0,44.0,60.0,77.0,38.0,19.0,74.0,39.0,68.0,16.0,32.0,23.0,14.0,40.0,18.0,46.0,11.0,14.0,12.0,79.0,68.0,65.0,74.0,82.0
14466,1,49.0,45.0,49.0,63.0,52.0,67.0,56.0,48.0,59.0,64.0,71.0,69.0,80.0,62.0,80.0,50.0,52.0,66.0,50.0,39.0,40.0,50.0,59.0,62.0,45.0,60.0,48.0,53.0,50.0,11.0,10.0,6.0,11.0,12.0
3287,1,71.0,61.0,53.0,71.0,59.0,73.0,71.0,59.0,59.0,69.0,91.0,90.0,89.0,57.0,67.0,67.0,59.0,79.0,62.0,59.0,64.0,48.0,72.0,56.0,80.0,61.0,33.0,45.0,39.0,9.0,15.0,16.0,9.0,10.0
5214,0,62.0,68.0,62.0,72.0,71.0,71.0,66.0,49.0,66.0,69.0,72.0,80.0,90.0,75.0,77.0,71.0,62.0,69.0,48.0,67.0,67.0,36.0,74.0,72.0,67.0,72.0,32.0,52.0,32.0,6.0,13.0,13.0,16.0,16.0
1481,2,68.0,20.0,73.0,67.0,25.0,53.0,34.0,33.0,71.0,63.0,60.0,69.0,61.0,75.0,57.0,44.0,63.0,73.0,83.0,27.0,79.0,76.0,39.0,51.0,56.0,67.0,77.0,73.0,75.0,11.0,15.0,13.0,10.0,10.0
6329,1,72.0,60.0,40.0,74.0,68.0,66.0,72.0,74.0,73.0,69.0,75.0,61.0,58.0,70.0,76.0,72.0,33.0,81.0,66.0,74.0,64.0,64.0,61.0,65.0,64.0,63.0,60.0,65.0,60.0,7.0,8.0,10.0,6.0,9.0
3565,1,60.0,65.0,56.0,77.0,49.0,75.0,61.0,58.0,73.0,72.0,64.0,68.0,82.0,72.0,75.0,63.0,64.0,79.0,70.0,64.0,60.0,66.0,65.0,69.0,53.0,67.0,73.0,59.0,58.0,12.0,6.0,12.0,11.0,6.0
3936,0,58.0,73.0,67.0,68.0,71.0,71.0,61.0,58.0,61.0,74.0,64.0,71.0,59.0,63.0,34.0,75.0,65.0,70.0,84.0,64.0,60.0,39.0,67.0,58.0,73.0,60.0,58.0,33.0,26.0,15.0,11.0,12.0,13.0,10.0
4725,2,53.0,28.0,67.0,55.0,54.0,47.0,32.0,35.0,60.0,62.0,60.0,65.0,51.0,62.0,54.0,65.0,77.0,54.0,90.0,61.0,74.0,72.0,36.0,56.0,35.0,67.0,70.0,68.0,68.0,7.0,16.0,12.0,7.0,14.0
17307,2,43.0,39.0,36.0,49.0,28.0,52.0,37.0,29.0,38.0,54.0,63.0,64.0,56.0,46.0,58.0,34.0,59.0,64.0,66.0,36.0,50.0,48.0,41.0,33.0,44.0,39.0,53.0,56.0,57.0,8.0,14.0,14.0,13.0,15.0
13700,1,48.0,61.0,40.0,64.0,46.0,65.0,51.0,44.0,60.0,69.0,70.0,61.0,65.0,48.0,64.0,55.0,67.0,53.0,51.0,52.0,41.0,23.0,66.0,53.0,40.0,58.0,35.0,41.0,24.0,15.0,6.0,14.0,7.0,9.0
10430,2,51.0,29.0,62.0,57.0,26.0,57.0,40.0,36.0,48.0,60.0,74.0,70.0,67.0,60.0,61.0,39.0,65.0,70.0,69.0,28.0,63.0,61.0,48.0,39.0,42.0,50.0,71.0,64.0,65.0,13.0,13.0,14.0,14.0,14.0
13292,1,63.0,48.0,47.0,66.0,67.0,65.0,61.0,46.0,62.0,64.0,69.0,64.0,55.0,56.0,69.0,68.0,58.0,55.0,45.0,67.0,49.0,34.0,42.0,63.0,52.0,60.0,22.0,54.0,54.0,9.0,11.0,12.0,7.0,6.0
13710,1,55.0,51.0,60.0,68.0,50.0,65.0,50.0,50.0,60.0,67.0,69.0,69.0,63.0,60.0,66.0,60.0,61.0,74.0,69.0,58.0,57.0,51.0,59.0,56.0,50.0,60.0,61.0,60.0,55.0,8.0,12.0,10.0,10.0,12.0
16814,3,16.0,12.0,11.0,31.0,19.0,18.0,20.0,19.0,19.0,16.0,49.0,46.0,39.0,49.0,57.0,17.0,50.0,43.0,60.0,12.0,20.0,18.0,14.0,14.0,17.0,36.0,18.0,16.0,19.0,63.0,52.0,48.0,56.0,56.0
3198,1,74.0,68.0,62.0,72.0,74.0,73.0,80.0,82.0,75.0,77.0,66.0,62.0,74.0,65.0,79.0,78.0,74.0,52.0,59.0,76.0,59.0,48.0,67.0,75.0,78.0,74.0,58.0,29.0,23.0,12.0,10.0,8.0,6.0,14.0
16018,0,27.0,58.0,67.0,51.0,53.0,46.0,44.0,28.0,28.0,47.0,52.0,52.0,49.0,45.0,60.0,66.0,69.0,56.0,80.0,58.0,65.0,16.0,58.0,47.0,51.0,47.0,32.0,23.0,23.0,6.0,12.0,12.0,13.0,11.0
9869,1,42.0,56.0,43.0,67.0,33.0,67.0,34.0,42.0,66.0,68.0,67.0,68.0,72.0,68.0,70.0,61.0,55.0,73.0,67.0,63.0,64.0,58.0,61.0,61.0,50.0,70.0,55.0,65.0,62.0,11.0,7.0,7.0,11.0,11.0
1204,3,15.0,12.0,15.0,18.0,15.0,11.0,18.0,13.0,16.0,15.0,30.0,39.0,26.0,71.0,22.0,25.0,58.0,31.0,73.0,19.0,39.0,23.0,7.0,42.0,22.0,58.0,13.0,17.0,17.0,81.0,75.0,42.0,76.0,80.0
17723,3,15.0,8.0,12.0,20.0,9.0,6.0,12.0,12.0,18.0,12.0,36.0,28.0,28.0,39.0,45.0,22.0,57.0,26.0,45.0,7.0,26.0,10.0,6.0,38.0,11.0,32.0,9.0,11.0,10.0,56.0,58.0,58.0,45.0,55.0
14338,0,45.0,65.0,62.0,57.0,53.0,61.0,40.0,51.0,45.0,60.0,61.0,57.0,58.0,59.0,60.0,57.0,65.0,55.0,45.0,60.0,35.0,14.0,61.0,57.0,55.0,54.0,19.0,22.0,23.0,12.0,10.0,6.0,15.0,11.0
7530,2,61.0,55.0,68.0,66.0,58.0,66.0,59.0,64.0,66.0,65.0,64.0,68.0,60.0,51.0,63.0,72.0,50.0,69.0,71.0,65.0,68.0,65.0,62.0,62.0,62.0,66.0,70.0,71.0,69.0,12.0,11.0,10.0,7.0,13.0
2695,1,36.0,73.0,63.0,68.0,74.0,71.0,67.0,52.0,49.0,72.0,77.0,76.0,76.0,72.0,77.0,80.0,68.0,84.0,63.0,74.0,80.0,55.0,73.0,64.0,66.0,70.0,34.0,59.0,49.0,12.0,10.0,16.0,8.0,7.0
11960,1,43.0,42.0,39.0,69.0,51.0,66.0,49.0,42.0,61.0,67.0,74.0,71.0,63.0,56.0,70.0,64.0,60.0,80.0,58.0,70.0,60.0,58.0,53.0,60.0,41.0,55.0,50.0,60.0,58.0,6.0,6.0,5.0,11.0,15.0
8322,0,54.0,64.0,69.0,62.0,67.0,61.0,63.0,62.0,55.0,64.0,64.0,70.0,70.0,64.0,72.0,72.0,77.0,76.0,77.0,62.0,79.0,42.0,64.0,55.0,62.0,64.0,37.0,39.0,28.0,16.0,13.0,12.0,14.0,10.0
6485,1,65.0,54.0,70.0,68.0,30.0,67.0,63.0,24.0,69.0,70.0,67.0,63.0,65.0,60.0,62.0,64.0,72.0,67.0,73.0,23.0,67.0,70.0,50.0,63.0,42.0,68.0,70.0,68.0,64.0,8.0,9.0,5.0,13.0,8.0
15301,1,42.0,33.0,54.0,60.0,46.0,57.0,33.0,39.0,51.0,59.0,69.0,66.0,60.0,60.0,67.0,44.0,48.0,71.0,71.0,48.0,79.0,74.0,62.0,58.0,47.0,54.0,58.0,60.0,58.0,12.0,8.0,13.0,10.0,9.0
5531,1,49.0,29.0,71.0,69.0,34.0,53.0,46.0,33.0,64.0,62.0,65.0,53.0,56.0,67.0,45.0,49.0,66.0,61.0,69.0,34.0,69.0,69.0,39.0,43.0,40.0,59.0,72.0,69.0,68.0,8.0,8.0,9.0,7.0,10.0
12961,2,33.0,28.0,62.0,63.0,33.0,40.0,42.0,40.0,60.0,58.0,51.0,61.0,65.0,59.0,63.0,57.0,77.0,75.0,76.0,35.0,70.0,60.0,36.0,47.0,38.0,58.0,52.0,60.0,60.0,10.0,14.0,8.0,12.0,7.0
12486,2,33.0,26.0,73.0,58.0,32.0,40.0,30.0,28.0,41.0,57.0,60.0,65.0,35.0,43.0,64.0,41.0,67.0,55.0,59.0,25.0,48.0,59.0,23.0,31.0,30.0,52.0,68.0,66.0,62.0,11.0,12.0,13.0,15.0,8.0
1161,0,56.0,78.0,72.0,73.0,74.0,76.0,68.0,66.0,47.0,77.0,75.0,74.0,74.0,68.0,68.0,82.0,70.0,71.0,79.0,79.0,43.0,29.0,77.0,59.0,69.0,75.0,34.0,33.0,24.0,8.0,14.0,8.0,13.0,13.0
9032,1,39.0,60.0,49.0,70.0,30.0,62.0,32.0,38.0,70.0,64.0,59.0,55.0,60.0,66.0,56.0,42.0,54.0,57.0,79.0,58.0,72.0,62.0,64.0,62.0,43.0,60.0,60.0,60.0,62.0,12.0,6.0,11.0,6.0,10.0
10125,2,25.0,27.0,66.0,46.0,32.0,44.0,25.0,27.0,42.0,46.0,68.0,66.0,74.0,58.0,60.0,34.0,72.0,63.0,71.0,20.0,60.0,65.0,29.0,34.0,37.0,47.0,66.0,65.0,67.0,11.0,9.0,6.0,8.0,8.0
17868,3,13.0,9.0,14.0,29.0,6.0,6.0,14.0,14.0,22.0,10.0,16.0,28.0,25.0,36.0,28.0,20.0,35.0,26.0,67.0,5.0,17.0,6.0,4.0,23.0,19.0,38.0,7.0,12.0,10.0,58.0,56.0,58.0,40.0,58.0
16584,1,61.0,42.0,33.0,57.0,40.0,57.0,47.0,42.0,52.0,58.0,78.0,73.0,72.0,52.0,96.0,42.0,51.0,42.0,28.0,38.0,47.0,39.0,50.0,42.0,41.0,36.0,31.0,46.0,44.0,10.0,15.0,8.0,7.0,11.0
1391,0,71.0,79.0,77.0,77.0,75.0,75.0,67.0,66.0,68.0,69.0,66.0,71.0,77.0,74.0,66.0,77.0,82.0,69.0,77.0,70.0,69.0,42.0,79.0,78.0,69.0,76.0,42.0,46.0,40.0,12.0,6.0,7.0,6.0,10.0
8050,2,29.0,49.0,64.0,67.0,56.0,55.0,38.0,37.0,62.0,61.0,64.0,67.0,45.0,61.0,61.0,68.0,77.0,74.0,78.0,56.0,73.0,63.0,54.0,55.0,48.0,62.0,64.0,65.0,62.0,12.0,7.0,15.0,13.0,15.0
324,2,74.0,50.0,58.0,73.0,42.0,80.0,61.0,30.0,65.0,78.0,91.0,92.0,88.0,82.0,83.0,74.0,80.0,91.0,62.0,60.0,77.0,80.0,72.0,62.0,38.0,75.0,75.0,78.0,79.0,16.0,12.0,10.0,14.0,12.0
9894,3,21.0,10.0,26.0,30.0,11.0,14.0,25.0,24.0,32.0,18.0,45.0,44.0,61.0,59.0,50.0,25.0,60.0,37.0,65.0,27.0,22.0,22.0,14.0,35.0,24.0,36.0,11.0,12.0,11.0,65.0,68.0,60.0,65.0,67.0
6541,2,52.0,35.0,51.0,67.0,37.0,68.0,39.0,70.0,70.0,66.0,62.0,67.0,61.0,60.0,41.0,73.0,65.0,75.0,84.0,68.0,67.0,69.0,57.0,59.0,55.0,60.0,70.0,70.0,64.0,11.0,15.0,10.0,10.0,12.0
3181,1,69.0,68.0,42.0,73.0,53.0,76.0,69.0,64.0,69.0,74.0,82.0,78.0,85.0,65.0,86.0,62.0,57.0,69.0,42.0,63.0,48.0,29.0,69.0,72.0,60.0,67.0,43.0,41.0,49.0,13.0,13.0,9.0,9.0,9.0
5897,2,69.0,27.0,54.0,65.0,41.0,64.0,32.0,29.0,63.0,69.0,82.0,76.0,76.0,64.0,77.0,54.0,66.0,67.0,63.0,28.0,72.0,61.0,59.0,59.0,40.0,64.0,70.0,72.0,67.0,10.0,13.0,9.0,8.0,14.0
1412,1,73.0,68.0,52.0,77.0,54.0,75.0,66.0,59.0,72.0,74.0,71.0,68.0,82.0,83.0,91.0,67.0,81.0,91.0,60.0,60.0,81.0,74.0,70.0,72.0,60.0,83.0,77.0,77.0,71.0,10.0,13.0,12.0,6.0,8.0
2959,1,68.0,40.0,60.0,76.0,65.0,71.0,66.0,45.0,75.0,76.0,66.0,55.0,61.0,71.0,68.0,73.0,61.0,67.0,64.0,70.0,70.0,70.0,65.0,75.0,44.0,69.0,56.0,70.0,68.0,12.0,7.0,8.0,8.0,10.0
16791,3,12.0,6.0,11.0,26.0,8.0,8.0,11.0,13.0,28.0,12.0,21.0,18.0,32.0,39.0,22.0,22.0,36.0,26.0,45.0,7.0,26.0,11.0,9.0,27.0,16.0,22.0,8.0,13.0,10.0,62.0,51.0,61.0,54.0,62.0
2811,1,74.0,67.0,52.0,74.0,67.0,69.0,72.0,77.0,73.0,71.0,50.0,63.0,70.0,70.0,73.0,72.0,70.0,80.0,70.0,73.0,73.0,68.0,69.0,73.0,82.0,75.0,60.0,62.0,53.0,14.0,8.0,8.0,10.0,6.0
4647,1,63.0,57.0,53.0,72.0,54.0,68.0,66.0,58.0,70.0,70.0,77.0,79.0,71.0,72.0,75.0,61.0,52.0,89.0,64.0,50.0,60.0,71.0,64.0,69.0,58.0,75.0,43.0,70.0,69.0,13.0,14.0,7.0,14.0,13.0
17582,3,10.0,9.0,14.0,18.0,7.0,11.0,13.0,11.0,15.0,10.0,32.0,26.0,27.0,32.0,25.0,18.0,30.0,21.0,50.0,8.0,28.0,6.0,7.0,30.0,11.0,46.0,6.0,12.0,11.0,54.0,56.0,53.0,55.0,54.0
16097,1,61.0,50.0,40.0,53.0,47.0,62.0,58.0,41.0,54.0,60.0,69.0,66.0,69.0,58.0,73.0,49.0,51.0,61.0,54.0,47.0,37.0,56.0,51.0,53.0,51.0,50.0,51.0,55.0,53.0,10.0,11.0,6.0,14.0,5.0
11027,2,55.0,24.0,61.0,57.0,31.0,62.0,30.0,32.0,54.0,60.0,79.0,73.0,61.0,59.0,76.0,23.0,77.0,64.0,71.0,27.0,72.0,62.0,48.0,43.0,41.0,53.0,59.0,63.0,62.0,12.0,7.0,13.0,9.0,9.0
13638,2,61.0,31.0,42.0,53.0,26.0,59.0,28.0,31.0,43.0,55.0,78.0,76.0,62.0,57.0,81.0,23.0,63.0,61.0,75.0,21.0,54.0,59.0,59.0,44.0,23.0,51.0,58.0,64.0,64.0,7.0,9.0,15.0,15.0,10.0
10786,1,63.0,64.0,47.0,63.0,55.0,68.0,60.0,43.0,60.0,65.0,72.0,71.0,71.0,62.0,81.0,63.0,65.0,64.0,61.0,57.0,53.0,54.0,56.0,57.0,59.0,58.0,47.0,49.0,51.0,12.0,11.0,9.0,11.0,11.0
8560,1,66.0,57.0,44.0,64.0,56.0,73.0,66.0,64.0,66.0,69.0,72.0,74.0,76.0,54.0,77.0,69.0,70.0,59.0,52.0,65.0,35.0,45.0,59.0,64.0,59.0,54.0,30.0,25.0,29.0,9.0,11.0,9.0,12.0,10.0
2225,0,62.0,78.0,76.0,75.0,73.0,76.0,76.0,65.0,74.0,78.0,38.0,34.0,65.0,77.0,54.0,75.0,64.0,50.0,78.0,70.0,68.0,33.0,81.0,78.0,81.0,86.0,36.0,33.0,24.0,8.0,7.0,11.0,11.0,14.0
10415,1,52.0,50.0,47.0,64.0,50.0,66.0,57.0,40.0,60.0,64.0,71.0,72.0,65.0,65.0,63.0,77.0,70.0,69.0,77.0,57.0,66.0,59.0,54.0,62.0,57.0,62.0,61.0,65.0,61.0,13.0,9.0,7.0,10.0,14.0
16930,0,50.0,57.0,57.0,54.0,33.0,55.0,31.0,30.0,52.0,53.0,64.0,63.0,62.0,54.0,65.0,51.0,61.0,64.0,59.0,50.0,50.0,33.0,51.0,50.0,53.0,48.0,25.0,16.0,12.0,6.0,11.0,7.0,7.0,14.0
9805,1,58.0,64.0,54.0,59.0,40.0,67.0,41.0,31.0,61.0,63.0,86.0,85.0,68.0,58.0,68.0,71.0,82.0,79.0,76.0,55.0,30.0,25.0,64.0,43.0,46.0,58.0,48.0,58.0,53.0,7.0,13.0,9.0,9.0,12.0
7550,0,64.0,63.0,55.0,63.0,70.0,69.0,68.0,63.0,55.0,68.0,79.0,77.0,68.0,66.0,66.0,78.0,73.0,52.0,70.0,69.0,55.0,38.0,66.0,67.0,67.0,59.0,48.0,50.0,43.0,14.0,15.0,8.0,9.0,14.0
9735,0,63.0,62.0,56.0,62.0,63.0,72.0,70.0,56.0,55.0,69.0,80.0,85.0,82.0,63.0,70.0,74.0,71.0,68.0,58.0,69.0,50.0,41.0,58.0,60.0,55.0,60.0,34.0,42.0,38.0,8.0,16.0,15.0,10.0,11.0
15442,2,41.0,24.0,61.0,60.0,25.0,21.0,28.0,29.0,61.0,42.0,60.0,56.0,39.0,56.0,56.0,42.0,75.0,60.0,64.0,24.0,40.0,55.0,20.0,39.0,34.0,40.0,59.0,59.0,60.0,10.0,14.0,11.0,14.0,13.0
1371,2,60.0,26.0,77.0,66.0,32.0,56.0,55.0,36.0,60.0,64.0,63.0,49.0,46.0,74.0,44.0,48.0,33.0,69.0,83.0,29.0,78.0,78.0,28.0,30.0,44.0,64.0,74.0,78.0,78.0,9.0,16.0,9.0,8.0,11.0
7623,0,57.0,69.0,60.0,65.0,59.0,72.0,52.0,40.0,37.0,67.0,78.0,78.0,74.0,64.0,61.0,62.0,65.0,75.0,70.0,61.0,47.0,26.0,71.0,60.0,61.0,57.0,22.0,22.0,18.0,9.0,15.0,12.0,5.0,6.0
10711,1,60.0,60.0,46.0,61.0,51.0,65.0,60.0,41.0,50.0,63.0,79.0,80.0,70.0,60.0,63.0,70.0,54.0,63.0,69.0,52.0,42.0,27.0,64.0,61.0,52.0,61.0,38.0,29.0,27.0,7.0,13.0,6.0,8.0,10.0
1607,1,69.0,68.0,52.0,76.0,66.0,76.0,69.0,64.0,69.0,78.0,67.0,71.0,82.0,68.0,67.0,69.0,64.0,77.0,68.0,73.0,59.0,58.0,69.0,78.0,70.0,71.0,29.0,54.0,50.0,11.0,11.0,8.0,6.0,13.0
11631,0,37.0,60.0,72.0,56.0,57.0,57.0,63.0,67.0,48.0,61.0,45.0,58.0,55.0,64.0,60.0,72.0,68.0,63.0,74.0,47.0,55.0,11.0,71.0,44.0,48.0,59.0,21.0,34.0,24.0,9.0,7.0,9.0,10.0,15.0
11742,1,52.0,45.0,50.0,69.0,36.0,62.0,34.0,40.0,67.0,63.0,46.0,52.0,61.0,65.0,68.0,56.0,36.0,77.0,66.0,49.0,64.0,61.0,56.0,60.0,41.0,52.0,60.0,55.0,58.0,5.0,13.0,8.0,14.0,7.0
11937,0,54.0,57.0,57.0,59.0,65.0,68.0,64.0,46.0,56.0,64.0,82.0,85.0,83.0,63.0,77.0,75.0,74.0,72.0,70.0,49.0,81.0,53.0,65.0,53.0,61.0,74.0,43.0,59.0,54.0,13.0,9.0,14.0,14.0,11.0
5708,1,54.0,61.0,46.0,69.0,50.0,74.0,55.0,24.0,59.0,69.0,76.0,75.0,78.0,62.0,73.0,60.0,69.0,73.0,58.0,62.0,58.0,42.0,62.0,67.0,50.0,62.0,35.0,49.0,39.0,10.0,12.0,9.0,14.0,10.0
16200,3,14.0,9.0,11.0,33.0,8.0,11.0,13.0,11.0,28.0,23.0,34.0,24.0,25.0,49.0,52.0,29.0,63.0,24.0,49.0,6.0,23.0,14.0,9.0,47.0,11.0,46.0,7.0,11.0,10.0,60.0,56.0,61.0,58.0,59.0
2997,2,66.0,63.0,58.0,65.0,52.0,71.0,45.0,32.0,57.0,68.0,90.0,90.0,84.0,72.0,67.0,66.0,84.0,91.0,76.0,62.0,68.0,70.0,66.0,63.0,68.0,64.0,72.0,68.0,65.0,7.0,8.0,16.0,13.0,14.0
11889,1,70.0,65.0,53.0,64.0,34.0,63.0,71.0,73.0,66.0,63.0,67.0,48.0,57.0,63.0,61.0,68.0,57.0,56.0,56.0,63.0,46.0,47.0,62.0,67.0,67.0,63.0,32.0,50.0,47.0,14.0,12.0,9.0,14.0,11.0
8509,2,67.0,24.0,54.0,61.0,21.0,60.0,49.0,18.0,57.0,60.0,81.0,85.0,73.0,56.0,59.0,45.0,77.0,72.0,72.0,29.0,60.0,64.0,47.0,57.0,32.0,47.0,66.0,64.0,62.0,14.0,12.0,12.0,11.0,7.0
10296,1,60.0,47.0,50.0,64.0,52.0,68.0,62.0,56.0,46.0,64.0,78.0,80.0,76.0,60.0,66.0,64.0,67.0,70.0,64.0,62.0,54.0,43.0,57.0,67.0,55.0,60.0,51.0,55.0,45.0,8.0,8.0,15.0,7.0,10.0
649,2,45.0,50.0,72.0,77.0,40.0,66.0,42.0,43.0,79.0,76.0,65.0,63.0,67.0,78.0,65.0,65.0,73.0,76.0,76.0,62.0,78.0,81.0,60.0,74.0,50.0,80.0,83.0,80.0,75.0,8.0,13.0,11.0,15.0,15.0
647,3,23.0,11.0,14.0,40.0,15.0,13.0,23.0,12.0,45.0,24.0,53.0,52.0,53.0,73.0,50.0,35.0,78.0,34.0,68.0,18.0,36.0,23.0,10.0,68.0,25.0,64.0,10.0,20.0,17.0,81.0,74.0,82.0,78.0,83.0
8815,1,44.0,45.0,62.0,81.0,35.0,65.0,43.0,46.0,67.0,69.0,59.0,64.0,65.0,63.0,74.0,59.0,66.0,72.0,63.0,43.0,64.0,55.0,42.0,59.0,53.0,65.0,65.0,67.0,62.0,12.0,6.0,13.0,14.0,15.0
5124,1,65.0,61.0,45.0,67.0,61.0,72.0,65.0,74.0,55.0,77.0,82.0,78.0,83.0,62.0,74.0,60.0,51.0,61.0,33.0,55.0,34.0,43.0,65.0,73.0,55.0,64.0,48.0,45.0,38.0,7.0,14.0,6.0,13.0,8.0
684,1,78.0,68.0,60.0,74.0,68.0,85.0,62.0,68.0,67.0,82.0,83.0,89.0,86.0,78.0,76.0,79.0,72.0,72.0,58.0,74.0,62.0,31.0,77.0,75.0,62.0,63.0,30.0,32.0,31.0,13.0,7.0,10.0,10.0,8.0
9550,1,62.0,63.0,54.0,60.0,54.0,68.0,57.0,60.0,53.0,62.0,78.0,81.0,76.0,60.0,75.0,64.0,57.0,62.0,64.0,60.0,54.0,48.0,65.0,61.0,58.0,62.0,42.0,46.0,42.0,11.0,6.0,8.0,10.0,11.0
5370,0,48.0,69.0,67.0,57.0,53.0,73.0,47.0,41.0,44.0,70.0,75.0,76.0,71.0,62.0,68.0,76.0,69.0,62.0,69.0,70.0,37.0,22.0,65.0,55.0,75.0,60.0,19.0,20.0,17.0,12.0,14.0,13.0,6.0,16.0
11284,1,56.0,35.0,50.0,68.0,47.0,66.0,55.0,41.0,60.0,62.0,79.0,81.0,72.0,61.0,46.0,63.0,62.0,66.0,66.0,59.0,72.0,60.0,61.0,62.0,40.0,65.0,46.0,51.0,50.0,11.0,12.0,11.0,9.0,10.0
1203,2,23.0,26.0,77.0,68.0,21.0,39.0,49.0,40.0,58.0,65.0,47.0,50.0,48.0,71.0,48.0,27.0,76.0,65.0,78.0,29.0,79.0,76.0,36.0,44.0,42.0,71.0,76.0,78.0,77.0,12.0,12.0,13.0,14.0,12.0
61,1,72.0,87.0,77.0,86.0,81.0,87.0,80.0,65.0,75.0,88.0,78.0,77.0,80.0,86.0,81.0,81.0,81.0,90.0,74.0,76.0,73.0,58.0,87.0,85.0,72.0,87.0,60.0,64.0,42.0,8.0,11.0,9.0,6.0,10.0
17679,3,14.0,8.0,11.0,19.0,5.0,12.0,10.0,14.0,20.0,13.0,26.0,26.0,23.0,47.0,38.0,21.0,44.0,27.0,56.0,9.0,20.0,11.0,5.0,33.0,13.0,36.0,8.0,14.0,10.0,55.0,52.0,52.0,51.0,52.0
17238,1,39.0,31.0,57.0,55.0,38.0,53.0,40.0,38.0,58.0,48.0,69.0,68.0,56.0,58.0,62.0,53.0,69.0,54.0,66.0,35.0,61.0,44.0,59.0,53.0,42.0,48.0,55.0,55.0,60.0,8.0,11.0,14.0,8.0,8.0
14642,1,51.0,55.0,45.0,63.0,49.0,63.0,47.0,47.0,61.0,64.0,67.0,74.0,73.0,59.0,58.0,62.0,52.0,67.0,72.0,47.0,65.0,55.0,61.0,53.0,51.0,57.0,59.0,51.0,47.0,12.0,14.0,11.0,7.0,13.0
8878,0,65.0,64.0,74.0,55.0,54.0,60.0,53.0,42.0,52.0,62.0,70.0,62.0,76.0,66.0,72.0,68.0,90.0,53.0,70.0,66.0,64.0,33.0,64.0,57.0,61.0,60.0,32.0,44.0,35.0,16.0,9.0,8.0,14.0,13.0
